rodada,equipe,equipe_proAvgpontuacao,equipe_proLastpontuacao,equipe_proAvgMov5pontuacao,equipe_proAvgMov10pontuacao,equipe_proAvgDS,equipe_proLastDS,equipe_proAvgMov5DS,equipe_proAvgMov10DS,equipe_proAvgFC,equipe_proLastFC,equipe_proAvgMov5FC,equipe_proAvgMov10FC,equipe_proAvgFF,equipe_proLastFF,equipe_proAvgMov5FF,equipe_proAvgMov10FF,equipe_proAvgFS,equipe_proLastFS,equipe_proAvgMov5FS,equipe_proAvgMov10FS,equipe_proAvgCA,equipe_proLastCA,equipe_proAvgMov5CA,equipe_proAvgMov10CA,equipe_proAvgFD,equipe_proLastFD,equipe_proAvgMov5FD,equipe_proAvgMov10FD,equipe_proAvgFT,equipe_proLastFT,equipe_proAvgMov5FT,equipe_proAvgMov10FT,equipe_proAvgG,equipe_proLastG,equipe_proAvgMov5G,equipe_proAvgMov10G,equipe_proAvgDE,equipe_proLastDE,equipe_proAvgMov5DE,equipe_proAvgMov10DE,equipe_proAvgGS,equipe_proLastGS,equipe_proAvgMov5GS,equipe_proAvgMov10GS,equipe_proAvgGC,equipe_proLastGC,equipe_proAvgMov5GC,equipe_proAvgMov10GC,equipe_proAvgI,equipe_proLastI,equipe_proAvgMov5I,equipe_proAvgMov10I,equipe_proAvgSG,equipe_proLastSG,equipe_proAvgMov5SG,equipe_proAvgMov10SG,equipe_proAvgA,equipe_proLastA,equipe_proAvgMov5A,equipe_proAvgMov10A,equipe_proAvgV,equipe_proLastV,equipe_proAvgMov5V,equipe_proAvgMov10V,equipe_proAvgPS,equipe_proLastPS,equipe_proAvgMov5PS,equipe_proAvgMov10PS,equipe_proAvgPC,equipe_proLastPC,equipe_proAvgMov5PC,equipe_proAvgMov10PC,equipe_proAvgCV,equipe_proLastCV,equipe_proAvgMov5CV,equipe_proAvgMov10CV,equipe_proAvgDP,equipe_proLastDP,equipe_proAvgMov5DP,equipe_proAvgMov10DP,equipe_proAvgPP,equipe_proLastPP,equipe_proAvgMov5PP,equipe_proAvgMov10PP
28,Botafogo,69.88,48.56,47.53,58.64,15.85,11.0,11.8,15.4,13.63,15.0,13.4,12.6,5.07,3.0,4.0,4.1,11.93,5.0,13.0,11.6,2.3,1.0,2.4,2.4,3.11,0.0,2.2,2.9,0.26,0.0,0.4,0.4,1.59,2.0,1.0,1.1,4.19,6.0,4.4,4.2,0.63,1.0,0.8,0.7,0.04,0.0,0.0,0.1,0.96,0.0,0.8,0.7,2.96,0.0,1.2,2.2,1.15,2.0,1.0,1.0,0.67,1.0,0.4,0.4,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
30,Botafogo,68.79,39.49,51.45,56.86,15.75,13.0,12.8,15.1,13.54,11.0,13.2,13.0,5.04,4.0,4.4,4.4,11.93,12.0,12.8,11.5,2.29,2.0,2.6,2.4,3.14,4.0,2.8,3.2,0.25,0.0,0.4,0.4,1.57,1.0,1.2,1.2,4.04,0.0,3.4,3.8,0.64,1.0,0.8,0.8,0.04,0.0,0.0,0.1,0.96,1.0,0.8,0.7,2.86,0.0,1.2,1.7,1.14,1.0,1.2,1.1,0.64,0.0,0.4,0.4,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
31,Botafogo,67.87,42.0,55.03,54.1,15.66,13.0,13.2,14.6,13.48,12.0,14.0,12.7,5.31,13.0,6.0,5.3,12.03,15.0,12.2,12.0,2.24,1.0,2.0,2.2,3.34,9.0,4.2,3.3,0.24,0.0,0.4,0.3,1.52,0.0,1.2,1.0,3.9,0.0,2.6,3.5,0.66,1.0,0.8,0.8,0.03,0.0,0.0,0.1,1.0,2.0,1.0,0.9,2.76,0.0,1.2,1.7,1.1,0.0,1.2,0.9,0.62,0.0,0.4,0.3,0.14,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
32,Botafogo,67.52,57.38,57.65,53.03,15.53,12.0,13.0,14.0,13.43,12.0,12.8,13.0,5.37,7.0,6.4,5.4,12.03,12.0,11.6,12.1,2.37,6.0,2.4,2.6,3.43,6.0,4.4,3.8,0.27,1.0,0.4,0.4,1.57,3.0,1.6,1.3,3.83,2.0,2.6,3.3,0.77,4.0,1.4,1.2,0.03,0.0,0.0,0.1,0.97,0.0,0.8,0.9,2.67,0.0,1.2,1.1,1.13,2.0,1.4,1.1,0.6,0.0,0.4,0.3,0.17,1.0,0.2,0.1,0.03,0.0,0.0,0.0,0.13,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.07,1.0,0.2,0.1
33,Botafogo,66.27,28.91,43.27,44.08,15.55,16.0,13.0,13.0,13.42,13.0,12.6,12.9,5.32,4.0,6.2,5.5,12.29,20.0,12.8,13.1,2.42,4.0,2.8,2.8,3.35,1.0,4.0,3.7,0.26,0.0,0.2,0.3,1.52,0.0,1.2,1.0,3.77,2.0,2.0,2.9,0.77,1.0,1.6,1.3,0.03,0.0,0.0,0.1,1.0,2.0,1.0,1.0,2.58,0.0,0.0,0.6,1.1,0.0,1.0,0.8,0.58,0.0,0.2,0.2,0.16,0.0,0.2,0.1,0.03,0.0,0.0,0.0,0.13,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1
1,Bragantino,68.75,68.75,68.75,68.75,29.0,29.0,29.0,29.0,20.0,20.0,20.0,20.0,4.0,4.0,4.0,4.0,13.0,13.0,13.0,13.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Bragantino,68.75,68.75,68.75,68.75,29.0,29.0,29.0,29.0,20.0,20.0,20.0,20.0,4.0,4.0,4.0,4.0,13.0,13.0,13.0,13.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Bragantino,50.2,31.64,50.2,50.2,19.5,10.0,19.5,19.5,20.0,20.0,20.0,20.0,4.5,5.0,4.5,4.5,14.5,16.0,14.5,14.5,3.0,3.0,3.0,3.0,2.5,1.0,2.5,2.5,0.5,0.0,0.5,0.5,1.5,1.0,1.5,1.5,2.5,1.0,2.5,2.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Bragantino,39.15,17.07,39.15,39.15,16.67,11.0,16.67,16.67,19.33,18.0,19.33,19.33,4.67,5.0,4.67,4.67,12.33,8.0,12.33,12.33,3.0,3.0,3.0,3.0,3.67,6.0,3.67,3.67,0.33,0.0,0.33,0.33,1.0,0.0,1.0,1.0,2.33,2.0,2.33,2.33,1.67,3.0,1.67,1.67,0.0,0.0,0.0,0.0,1.67,1.0,1.67,1.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Bragantino,45.78,65.67,45.78,45.78,16.25,15.0,16.25,16.25,19.25,19.0,19.25,19.25,5.25,7.0,5.25,5.25,11.0,7.0,11.0,11.0,2.75,2.0,2.75,2.75,4.0,5.0,4.0,4.0,0.25,0.0,0.25,0.25,1.5,3.0,1.5,1.5,1.75,0.0,1.75,1.75,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.75,2.0,1.75,1.75,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Bragantino,46.29,48.33,46.29,46.29,15.0,10.0,15.0,15.0,18.2,14.0,18.2,18.2,5.0,4.0,5.0,5.0,12.0,16.0,12.0,12.0,3.2,5.0,3.2,3.2,4.8,8.0,4.8,4.8,0.4,1.0,0.4,0.4,1.6,2.0,1.6,1.6,1.6,1.0,1.6,1.6,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,2.0,0.6,0.6,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Bragantino,45.47,41.35,40.81,45.47,15.0,15.0,12.2,15.0,18.33,19.0,18.0,18.33,4.67,3.0,4.8,4.67,11.67,10.0,11.4,11.67,3.33,4.0,3.4,3.33,4.33,2.0,4.4,4.33,0.5,1.0,0.4,0.5,1.5,1.0,1.4,1.5,2.17,5.0,1.8,2.17,1.83,1.0,2.0,1.83,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,1.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.5,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Bragantino,52.74,96.35,53.75,52.74,15.43,18.0,13.8,15.43,18.57,20.0,18.0,18.57,5.0,7.0,5.2,5.0,11.71,12.0,10.6,11.71,3.29,3.0,3.4,3.29,4.0,2.0,4.6,4.0,0.43,0.0,0.4,0.43,1.57,2.0,1.6,1.57,2.57,5.0,2.6,2.57,1.57,0.0,1.8,1.57,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.86,6.0,1.2,0.86,1.14,2.0,1.4,1.14,0.29,1.0,0.2,0.29,0.0,0.0,0.0,0.0,0.43,0.0,0.6,0.43,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Bragantino,58.58,99.51,70.24,58.58,16.38,23.0,16.2,16.38,17.88,13.0,17.0,17.88,5.0,5.0,5.2,5.0,11.38,9.0,10.8,11.38,3.12,2.0,3.2,3.12,4.38,7.0,4.8,4.38,0.38,0.0,0.4,0.38,1.62,2.0,2.0,1.62,2.38,1.0,2.4,2.38,1.38,0.0,1.2,1.38,0.0,0.0,0.0,0.0,2.12,3.0,2.4,2.12,1.38,5.0,2.2,1.38,1.25,2.0,1.8,1.25,0.38,1.0,0.4,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.6,0.38,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Bragantino,56.94,43.75,65.86,56.94,16.0,13.0,15.8,16.0,17.22,12.0,15.6,17.22,5.33,8.0,5.4,5.33,11.44,12.0,11.8,11.44,3.0,2.0,3.2,3.0,4.33,4.0,4.6,4.33,0.33,0.0,0.4,0.33,1.56,1.0,1.6,1.56,2.33,2.0,2.8,2.33,1.44,2.0,1.0,1.44,0.0,0.0,0.0,0.0,2.0,1.0,2.2,2.0,1.22,0.0,2.2,1.22,1.22,1.0,1.4,1.22,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.4,0.33,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Bragantino,55.3,40.58,64.31,55.3,16.2,18.0,17.4,16.2,16.9,14.0,15.6,16.9,4.8,0.0,4.6,4.8,11.0,7.0,10.0,11.0,3.0,3.0,2.8,3.0,4.1,2.0,3.4,4.1,0.3,0.0,0.2,0.3,1.5,1.0,1.4,1.5,2.6,5.0,3.6,2.6,1.4,1.0,0.8,1.4,0.0,0.0,0.0,0.0,1.9,1.0,1.8,1.9,1.1,0.0,2.2,1.1,1.2,1.0,1.4,1.2,0.3,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bragantino,60.71,114.78,78.99,59.9,15.82,12.0,16.8,14.5,15.55,2.0,12.2,15.1,5.0,7.0,5.4,5.1,10.45,5.0,9.0,10.2,2.73,0.0,2.0,2.7,4.45,8.0,4.6,4.5,0.45,2.0,0.4,0.4,1.73,4.0,2.0,1.7,2.36,0.0,2.6,2.2,1.27,0.0,0.6,1.3,0.0,0.0,0.0,0.0,1.91,2.0,1.8,1.9,1.45,5.0,3.2,1.6,1.27,2.0,1.6,1.4,0.36,1.0,0.6,0.3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.3,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bragantino,64.05,100.82,79.89,66.82,15.5,12.0,15.6,14.7,15.67,17.0,11.6,14.8,5.25,8.0,5.6,5.4,11.42,22.0,11.0,10.8,2.67,2.0,1.8,2.6,4.42,4.0,5.0,4.8,0.58,2.0,0.8,0.6,1.75,2.0,2.0,1.8,2.17,0.0,1.6,2.1,1.17,0.0,0.6,1.2,0.0,0.0,0.0,0.0,1.75,0.0,1.4,1.7,1.83,6.0,3.2,2.2,1.33,2.0,1.6,1.5,0.42,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.3,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Bragantino,66.44,95.15,79.02,74.63,15.92,21.0,15.2,15.7,15.77,17.0,12.4,14.7,5.23,5.0,5.6,5.4,11.69,15.0,12.2,11.5,2.62,2.0,1.8,2.5,4.38,4.0,4.4,4.6,0.54,0.0,0.8,0.6,1.69,1.0,1.8,1.9,2.31,4.0,2.2,2.3,1.08,0.0,0.6,0.9,0.0,0.0,0.0,0.0,1.69,1.0,1.0,1.7,2.23,7.0,3.6,2.9,1.31,1.0,1.4,1.6,0.46,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Bragantino,66.85,72.11,84.69,75.27,16.0,17.0,16.0,15.9,15.57,13.0,12.6,14.1,5.64,11.0,6.2,5.8,11.43,8.0,11.4,11.6,2.57,2.0,1.8,2.5,4.36,4.0,4.4,4.5,0.57,1.0,1.0,0.7,1.57,0.0,1.6,1.6,2.21,1.0,2.0,2.4,1.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,1.57,0.0,0.8,1.5,2.5,6.0,4.8,3.5,1.21,0.0,1.2,1.3,0.43,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Bragantino,65.53,47.13,86.0,75.15,16.47,23.0,17.0,17.2,15.2,10.0,11.8,13.7,5.6,5.0,7.2,5.9,11.67,15.0,13.0,11.5,2.47,1.0,1.4,2.1,4.53,7.0,5.4,4.4,0.53,0.0,1.0,0.6,1.47,0.0,1.4,1.4,2.2,2.0,1.4,2.5,1.07,2.0,0.4,0.6,0.0,0.0,0.0,0.0,1.67,3.0,1.2,1.5,2.33,0.0,4.8,3.5,1.13,0.0,1.0,1.2,0.4,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Bragantino,65.64,67.2,76.48,77.74,16.31,14.0,17.4,17.1,15.12,14.0,14.2,13.2,5.81,9.0,7.6,6.5,11.69,12.0,14.4,11.7,2.44,2.0,1.8,1.9,4.5,4.0,4.6,4.6,0.56,1.0,0.8,0.6,1.38,0.0,0.6,1.3,2.38,5.0,2.4,2.5,1.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,1.56,0.0,0.8,1.3,2.5,5.0,4.8,4.0,1.06,0.0,0.6,1.1,0.38,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Bragantino,68.05,106.71,77.66,78.77,16.29,16.0,18.2,16.9,15.53,22.0,15.2,13.4,5.82,6.0,7.2,6.4,11.82,14.0,12.8,11.9,2.47,3.0,2.0,1.9,4.71,8.0,5.4,5.2,0.53,0.0,0.4,0.6,1.47,3.0,0.8,1.4,2.35,2.0,2.8,2.2,0.94,0.0,0.4,0.5,0.0,0.0,0.0,0.0,1.53,1.0,1.0,1.2,2.71,6.0,4.8,4.0,1.12,2.0,0.6,1.1,0.41,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Bragantino,69.27,90.02,76.63,77.82,16.39,18.0,17.6,16.4,15.89,22.0,16.2,14.3,5.94,8.0,7.8,6.7,12.28,20.0,13.8,13.0,2.61,5.0,2.6,2.2,4.5,1.0,4.8,4.6,0.5,0.0,0.4,0.6,1.44,1.0,0.8,1.3,2.28,1.0,2.2,2.2,0.89,0.0,0.4,0.5,0.0,0.0,0.0,0.0,1.44,0.0,0.8,0.9,3.0,8.0,5.0,4.3,1.11,1.0,0.6,1.0,0.44,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Bragantino,68.19,48.76,71.96,78.33,16.42,17.0,17.6,16.8,15.63,11.0,15.8,14.2,6.05,8.0,7.2,6.7,12.47,16.0,15.4,13.4,2.63,3.0,2.8,2.3,4.58,6.0,5.2,4.8,0.47,0.0,0.2,0.6,1.42,1.0,1.0,1.3,2.32,3.0,2.6,2.3,0.89,1.0,0.6,0.4,0.0,0.0,0.0,0.0,1.37,0.0,0.8,0.8,2.84,0.0,3.8,4.3,1.05,0.0,0.6,0.9,0.42,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.21,1.0,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Bragantino,65.63,16.91,65.92,75.96,16.2,12.0,15.4,16.2,15.75,18.0,17.4,14.6,5.85,2.0,6.6,6.9,12.35,10.0,14.4,13.7,2.75,5.0,3.6,2.5,4.7,7.0,5.2,5.3,0.45,0.0,0.2,0.6,1.35,0.0,1.0,1.2,2.25,1.0,2.4,1.9,1.05,4.0,1.0,0.7,0.0,0.0,0.0,0.0,1.55,5.0,1.2,1.2,2.7,0.0,3.8,4.3,1.0,0.0,0.6,0.8,0.4,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Bragantino,66.72,88.49,70.18,73.33,16.33,19.0,16.4,16.9,16.0,21.0,18.8,16.5,5.71,3.0,5.4,6.5,12.33,12.0,14.4,14.4,2.81,4.0,4.0,2.9,4.57,2.0,4.8,4.7,0.48,1.0,0.2,0.5,1.38,2.0,1.4,1.0,2.29,3.0,2.0,2.2,1.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.52,1.0,1.4,1.1,2.86,6.0,4.0,4.4,1.0,1.0,0.8,0.7,0.43,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Bragantino,66.73,66.87,62.21,69.93,16.36,17.0,16.6,17.4,15.95,15.0,17.4,16.3,5.64,4.0,5.0,6.1,12.45,15.0,14.6,13.7,2.91,5.0,4.4,3.2,4.59,5.0,4.2,4.8,0.45,0.0,0.2,0.3,1.32,0.0,0.8,0.8,2.36,4.0,2.4,2.6,0.95,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.59,3.0,1.8,1.4,3.0,6.0,4.0,4.4,0.95,0.0,0.4,0.5,0.41,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Bragantino,67.24,78.67,59.94,68.29,16.26,14.0,15.8,16.7,16.17,21.0,17.2,16.7,5.74,8.0,5.0,6.4,12.61,16.0,13.8,13.8,2.96,4.0,4.2,3.4,4.52,3.0,4.6,4.7,0.43,0.0,0.2,0.3,1.3,1.0,0.8,0.8,2.43,4.0,3.0,2.6,0.91,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.65,3.0,2.4,1.6,3.17,7.0,3.8,4.4,0.91,0.0,0.2,0.4,0.43,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Bragantino,67.32,68.96,63.98,67.97,16.33,18.0,16.0,16.8,16.08,14.0,17.8,16.8,5.88,9.0,5.2,6.2,12.88,19.0,14.4,14.9,3.0,4.0,4.4,3.6,4.58,6.0,4.6,4.9,0.46,1.0,0.4,0.3,1.33,2.0,1.0,1.0,2.42,2.0,2.8,2.7,0.92,1.0,1.0,0.8,0.0,0.0,0.0,0.0,1.58,0.0,2.4,1.6,3.04,0.0,3.8,3.8,0.92,1.0,0.4,0.5,0.46,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bragantino,65.97,33.71,67.34,66.63,15.96,7.0,15.0,15.2,16.04,15.0,17.2,17.3,5.92,7.0,6.2,6.4,12.92,14.0,15.2,14.8,3.04,4.0,4.2,3.9,4.48,2.0,3.6,4.4,0.44,0.0,0.4,0.3,1.32,1.0,1.2,1.1,2.48,4.0,3.4,2.9,0.92,1.0,0.4,0.7,0.0,0.0,0.0,0.0,1.52,0.0,1.4,1.3,2.92,0.0,3.8,3.8,0.92,1.0,0.6,0.6,0.44,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Bragantino,65.73,59.58,61.56,65.87,15.77,11.0,13.4,14.9,15.73,8.0,14.6,16.7,5.77,2.0,6.0,5.7,12.62,5.0,13.8,14.1,2.96,1.0,3.6,3.8,4.46,4.0,4.0,4.4,0.46,1.0,0.4,0.3,1.38,3.0,1.4,1.4,2.62,6.0,4.0,3.0,0.92,1.0,0.6,0.8,0.04,1.0,0.2,0.1,1.46,0.0,1.2,1.3,2.81,0.0,2.6,3.3,0.92,1.0,0.6,0.7,0.46,1.0,0.6,0.6,0.04,1.0,0.2,0.1,0.15,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bragantino,66.76,93.73,66.93,64.57,15.89,19.0,13.8,15.2,15.78,17.0,15.0,16.2,6.0,12.0,7.6,6.3,12.56,11.0,13.0,13.8,2.96,3.0,3.2,3.8,4.33,1.0,3.2,3.7,0.52,2.0,0.8,0.5,1.37,1.0,1.6,1.2,2.67,4.0,4.0,3.2,0.89,0.0,0.6,0.8,0.04,0.0,0.2,0.1,1.41,0.0,0.6,1.2,2.96,7.0,2.8,3.4,0.89,0.0,0.6,0.5,0.48,1.0,0.8,0.6,0.07,1.0,0.4,0.2,0.15,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bragantino,65.69,36.65,58.53,59.23,15.71,11.0,13.2,14.5,15.64,12.0,13.2,15.2,5.93,4.0,6.8,5.9,12.57,13.0,12.4,13.1,2.93,2.0,2.8,3.5,4.25,2.0,3.0,3.8,0.54,1.0,1.0,0.6,1.36,1.0,1.6,1.2,2.61,1.0,3.4,3.2,0.93,2.0,1.0,1.0,0.04,0.0,0.2,0.1,1.39,1.0,0.2,1.3,2.86,0.0,1.4,2.6,0.89,1.0,0.8,0.5,0.46,0.0,0.6,0.5,0.07,0.0,0.4,0.2,0.18,1.0,0.2,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Bragantino,66.74,96.35,64.0,63.99,15.55,11.0,11.8,13.9,15.76,19.0,14.2,16.0,6.07,10.0,7.0,6.1,12.76,18.0,12.2,13.3,2.93,3.0,2.6,3.5,4.28,5.0,2.8,3.7,0.52,0.0,0.8,0.6,1.38,2.0,1.6,1.3,2.66,4.0,3.8,3.3,0.9,0.0,0.8,0.9,0.03,0.0,0.2,0.1,1.38,1.0,0.4,1.4,2.97,6.0,2.6,3.2,0.93,2.0,1.0,0.7,0.48,1.0,0.6,0.6,0.07,0.0,0.4,0.2,0.17,0.0,0.2,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Bragantino,67.64,93.62,75.99,71.66,15.7,20.0,14.4,14.7,15.7,14.0,14.0,15.6,6.27,12.0,8.0,7.1,12.7,11.0,11.6,13.4,2.87,1.0,2.0,3.1,4.3,5.0,3.4,3.5,0.5,0.0,0.8,0.6,1.37,1.0,1.6,1.4,2.63,2.0,3.4,3.4,0.87,0.0,0.6,0.5,0.03,0.0,0.2,0.1,1.33,0.0,0.4,0.9,3.07,6.0,3.8,3.8,0.93,1.0,1.0,0.8,0.5,1.0,0.8,0.7,0.07,0.0,0.4,0.2,0.17,0.0,0.2,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Corinthians,57.620000000000005,57.620000000000005,57.620000000000005,57.620000000000005,20.0,20.0,20.0,20.0,14.0,14.0,14.0,14.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
